IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.234.244.169,443,443,true,IAD,North America,US,Ashburn,332,7.34
67.226.221.237,443,443,true,SJC,North America,US,San Jose,216,7.34
52.55.146.127,443,443,true,IAD,North America,US,Ashburn,246,7.34
34.218.251.148,443,443,true,PDX,North America,US,Portland,217,7.33
44.192.93.167,443,443,true,IAD,North America,US,Ashburn,377,7.33
67.226.221.229,80,443,true,SJC,North America,US,San Jose,377,7.33
34.209.4.175,80,443,true,SEA,North America,US,Seattle,269,7.33
54.184.122.96,443,443,true,SEA,North America,US,Seattle,264,7.33
35.171.146.240,443,443,true,IAD,North America,US,Ashburn,359,7.32
54.245.42.30,443,443,true,SEA,North America,US,Seattle,273,7.32
18.237.103.43,443,443,true,PDX,North America,US,Portland,235,7.32
3.19.229.57,443,443,true,YYZ,North America,CA,Toronto,389,7.32
54.191.55.72,443,443,true,SEA,North America,US,Seattle,260,7.32
34.219.166.126,443,443,true,PDX,North America,US,Portland,303,7.31
3.229.137.214,443,443,true,IAD,North America,US,Ashburn,303,7.31
34.219.144.241,443,443,true,PDX,North America,US,Portland,398,7.31
3.15.232.75,443,443,true,YYZ,North America,CA,Toronto,332,7.31
34.210.57.125,443,443,true,PDX,North America,US,Portland,236,7.31
98.81.26.249,443,443,true,IAD,North America,US,Ashburn,316,7.31
3.140.208.245,443,443,true,YYZ,North America,CA,Toronto,331,7.30
52.32.120.250,443,443,true,SEA,North America,US,Seattle,411,7.30
3.129.16.89,443,443,true,YYZ,North America,CA,Toronto,285,7.30
3.237.23.238,443,443,true,IAD,North America,US,Ashburn,339,7.30
35.179.164.123,443,443,true,LHR,Europe,GB,London,398,7.30
3.135.182.174,443,443,true,YYZ,North America,CA,Toronto,252,7.30
67.226.221.197,80,443,true,SJC,North America,US,San Jose,415,7.29
18.224.59.163,443,443,true,YYZ,North America,CA,Toronto,341,7.29
3.227.3.2,443,443,true,IAD,North America,US,Ashburn,294,7.29
3.239.73.177,443,443,true,IAD,North America,US,Ashburn,270,7.29
52.32.174.185,443,443,true,SEA,North America,US,Seattle,235,7.28
44.228.63.60,443,443,true,SEA,North America,US,Seattle,273,7.28
67.226.221.203,80,443,true,SJC,North America,US,San Jose,571,7.28
3.142.146.123,443,443,true,YYZ,North America,CA,Toronto,268,7.27
54.213.9.40,443,443,true,SEA,North America,US,Seattle,284,7.27
3.143.141.15,443,443,true,YYZ,North America,CA,Toronto,449,7.27
34.219.79.247,443,443,true,PDX,North America,US,Portland,397,7.27
3.144.199.157,443,443,true,YYZ,North America,CA,Toronto,230,7.26
18.134.132.34,443,443,true,LHR,Europe,GB,London,239,7.25
35.94.40.252,443,443,true,PDX,North America,US,Portland,220,7.25
204.110.220.246,80,443,true,SJC,North America,US,San Jose,211,7.24
3.236.95.40,443,443,true,IAD,North America,US,Ashburn,346,7.24
54.254.185.45,443,443,true,SIN,Asia Pacific,SG,Singapore,274,7.24
44.228.63.60,80,443,true,SEA,North America,US,Seattle,298,7.24
18.224.8.122,443,443,true,YYZ,North America,CA,Toronto,339,7.24
35.179.169.203,443,443,true,LHR,Europe,GB,London,455,7.23
63.176.11.74,2096,443,true,FRA,Europe,DE,Frankfurt,257,7.23
34.219.67.96,443,443,true,PDX,North America,US,Portland,305,7.23
3.236.149.137,443,443,true,IAD,North America,US,Ashburn,299,7.22
3.135.212.13,443,443,true,YYZ,North America,CA,Toronto,327,7.22
44.210.235.178,443,443,true,IAD,North America,US,Ashburn,309,7.22
34.218.130.79,443,443,true,SEA,North America,US,Seattle,323,7.22
3.237.6.212,443,443,true,IAD,North America,US,Ashburn,370,7.21
44.222.192.43,443,443,true,IAD,North America,US,Ashburn,243,7.21
3.239.86.93,443,443,true,IAD,North America,US,Ashburn,230,7.21
3.99.192.219,443,443,true,YUL,North America,CA,Montréal,305,7.20
3.145.38.230,443,443,true,YYZ,North America,CA,Toronto,427,7.20
3.143.222.127,443,443,true,YYZ,North America,CA,Toronto,232,7.20
98.82.129.65,443,443,true,IAD,North America,US,Ashburn,263,7.20
52.41.218.4,80,443,true,SEA,North America,US,Seattle,274,7.20
54.191.65.60,443,443,true,PDX,North America,US,Portland,279,7.20
34.237.76.152,443,443,true,IAD,North America,US,Ashburn,253,7.20
18.117.146.217,443,443,true,YYZ,North America,CA,Toronto,244,7.19
3.88.110.210,2053,443,true,IAD,North America,US,Ashburn,324,7.19
3.15.227.124,443,443,true,YYZ,North America,CA,Toronto,318,7.19
34.219.57.61,443,443,true,PDX,North America,US,Portland,323,7.19
3.145.159.194,443,443,true,YYZ,North America,CA,Toronto,295,7.19
3.235.254.89,443,443,true,IAD,North America,US,Ashburn,296,7.19
3.133.128.128,8443,443,true,YYZ,North America,CA,Toronto,242,7.19
34.218.248.107,443,443,true,SEA,North America,US,Seattle,672,7.18
52.41.218.4,443,443,true,PDX,North America,US,Portland,285,7.18
44.211.28.182,443,443,true,IAD,North America,US,Ashburn,257,7.17
3.133.91.245,443,443,true,YYZ,North America,CA,Toronto,354,7.17
34.193.164.187,443,443,true,IAD,North America,US,Ashburn,280,7.17
204.110.220.226,80,443,true,SJC,North America,US,San Jose,210,7.17
67.226.221.130,80,443,true,SJC,North America,US,San Jose,410,7.16
44.222.115.150,443,443,true,IAD,North America,US,Ashburn,244,7.16
44.221.47.138,443,443,true,IAD,North America,US,Ashburn,313,7.16
18.216.20.222,443,443,true,YYZ,North America,CA,Toronto,288,7.16
54.187.101.21,443,443,true,SEA,North America,US,Seattle,305,7.15
3.128.170.109,443,443,true,YYZ,North America,CA,Toronto,323,7.15
35.155.38.149,443,443,true,PDX,North America,US,Portland,361,7.15
3.214.164.221,443,443,true,IAD,North America,US,Ashburn,253,7.15
3.236.213.151,443,443,true,IAD,North America,US,Ashburn,325,7.15
3.209.12.191,443,443,true,IAD,North America,US,Ashburn,411,7.15
44.228.63.60,80,443,true,SEA,North America,US,Seattle,256,7.14
3.21.93.249,443,443,true,YYZ,North America,CA,Toronto,376,7.14
34.219.126.106,443,443,true,PDX,North America,US,Portland,252,7.14
3.236.222.105,443,443,true,IAD,North America,US,Ashburn,366,7.14
3.142.52.20,443,443,true,YYZ,North America,CA,Toronto,445,7.13
18.192.152.35,8443,443,true,FRA,Europe,DE,Frankfurt,246,7.13
44.200.47.29,443,443,true,IAD,North America,US,Ashburn,269,7.13
34.204.201.226,443,443,true,IAD,North America,US,Ashburn,252,7.13
3.236.222.19,443,443,true,IAD,North America,US,Ashburn,249,7.13
34.219.48.248,443,443,true,PDX,North America,US,Portland,261,7.13
3.218.234.33,443,443,true,IAD,North America,US,Ashburn,314,7.12
35.173.35.33,443,443,true,IAD,North America,US,Ashburn,336,7.12
52.14.129.78,443,443,true,YYZ,North America,CA,Toronto,309,7.12
3.12.198.63,443,443,true,YYZ,North America,CA,Toronto,292,7.11
3.236.84.15,443,443,true,IAD,North America,US,Ashburn,363,7.11
98.80.146.40,443,443,true,IAD,North America,US,Ashburn,246,7.11
35.88.173.2,443,443,true,SEA,North America,US,Seattle,256,7.11
44.200.172.177,443,443,true,IAD,North America,US,Ashburn,263,7.10
3.99.140.50,443,443,true,YUL,North America,CA,Montréal,264,7.09
98.81.32.230,443,443,true,IAD,North America,US,Ashburn,337,7.09
44.211.234.159,443,443,true,IAD,North America,US,Ashburn,285,7.08
44.211.23.203,443,443,true,IAD,North America,US,Ashburn,255,7.08
54.187.212.113,8443,443,true,PDX,North America,US,Portland,215,7.08
34.216.247.23,443,443,true,PDX,North America,US,Portland,422,7.07
35.175.119.117,443,443,true,IAD,North America,US,Ashburn,409,7.07
44.228.63.60,443,443,true,SEA,North America,US,Seattle,309,7.07
44.211.83.254,443,443,true,IAD,North America,US,Ashburn,251,7.07
34.210.23.185,443,443,true,PDX,North America,US,Portland,293,7.06
35.179.141.98,443,443,true,LHR,Europe,GB,London,377,7.05
3.135.247.207,443,443,true,YYZ,North America,CA,Toronto,326,7.05
3.236.250.93,443,443,true,IAD,North America,US,Ashburn,266,7.05
3.137.191.17,443,443,true,YYZ,North America,CA,Toronto,388,7.05
35.86.100.86,443,443,true,PDX,North America,US,Portland,214,7.05
3.145.49.119,8443,443,true,YYZ,North America,CA,Toronto,255,7.05
47.129.164.42,443,443,true,SIN,Asia Pacific,SG,Singapore,377,7.04
44.212.90.152,443,443,true,IAD,North America,US,Ashburn,319,7.04
54.203.85.46,443,443,true,SEA,North America,US,Seattle,258,7.04
3.235.244.210,443,443,true,IAD,North America,US,Ashburn,255,7.04
34.204.206.186,443,443,true,IAD,North America,US,Ashburn,363,7.04
3.238.227.137,443,443,true,IAD,North America,US,Ashburn,266,7.04
44.211.79.45,443,443,true,IAD,North America,US,Ashburn,282,7.03
3.239.86.78,443,443,true,IAD,North America,US,Ashburn,259,7.03
52.41.218.4,80,443,true,SEA,North America,US,Seattle,271,7.03
35.178.231.105,443,443,true,LHR,Europe,GB,London,401,7.03
3.236.209.102,443,443,true,IAD,North America,US,Ashburn,299,7.03
3.238.24.37,443,443,true,IAD,North America,US,Ashburn,389,7.03
18.223.188.18,443,443,true,YYZ,North America,CA,Toronto,298,7.02
3.135.62.37,443,443,true,YYZ,North America,CA,Toronto,236,7.02
3.142.53.42,443,443,true,YYZ,North America,CA,Toronto,384,7.02
34.204.180.164,443,443,true,IAD,North America,US,Ashburn,251,7.01
3.238.126.102,443,443,true,IAD,North America,US,Ashburn,267,7.01
52.41.218.4,443,443,true,SEA,North America,US,Seattle,350,7.01
3.15.16.165,443,443,true,YYZ,North America,CA,Toronto,429,7.01
35.87.44.101,443,443,true,PDX,North America,US,Portland,280,7.00
3.236.11.2,443,443,true,IAD,North America,US,Ashburn,343,7.00
44.192.80.245,443,443,true,IAD,North America,US,Ashburn,250,7.00
18.119.115.240,443,443,true,YYZ,North America,CA,Toronto,279,7.00
54.244.181.106,443,443,true,SEA,North America,US,Seattle,260,6.99
44.192.92.222,443,443,true,IAD,North America,US,Ashburn,252,6.99
44.243.99.210,443,443,true,PDX,North America,US,Portland,325,6.99
18.117.240.132,443,443,true,YYZ,North America,CA,Toronto,296,6.99
3.227.211.92,443,443,true,IAD,North America,US,Ashburn,301,6.99
44.192.66.101,443,443,true,IAD,North America,US,Ashburn,250,6.98
3.16.206.129,443,443,true,YYZ,North America,CA,Toronto,309,6.98
3.238.252.120,443,443,true,IAD,North America,US,Ashburn,322,6.98
34.219.125.200,443,443,true,PDX,North America,US,Portland,234,6.98
44.200.63.74,443,443,true,IAD,North America,US,Ashburn,362,6.97
34.194.76.43,443,443,true,IAD,North America,US,Ashburn,308,6.97
204.110.223.77,443,443,true,ORD,North America,US,Chicago,245,6.97
34.236.187.149,443,443,true,IAD,North America,US,Ashburn,385,6.96
3.238.97.200,443,443,true,IAD,North America,US,Ashburn,433,6.96
3.86.231.180,443,443,true,IAD,North America,US,Ashburn,261,6.96
34.219.144.241,443,443,true,PDX,North America,US,Portland,225,6.96
3.238.110.243,443,443,true,IAD,North America,US,Ashburn,335,6.95
54.202.86.188,443,443,true,SEA,North America,US,Seattle,278,6.95
3.235.65.2,443,443,true,IAD,North America,US,Ashburn,279,6.94
3.141.14.114,443,443,true,YYZ,North America,CA,Toronto,344,6.93
3.237.40.217,443,443,true,IAD,North America,US,Ashburn,250,6.93
98.80.105.7,443,443,true,IAD,North America,US,Ashburn,248,6.93
34.219.36.23,443,443,true,PDX,North America,US,Portland,270,6.93
3.238.50.0,443,443,true,IAD,North America,US,Ashburn,381,6.92
3.91.106.252,443,443,true,IAD,North America,US,Ashburn,371,6.91
44.210.99.74,443,443,true,IAD,North America,US,Ashburn,282,6.90
54.236.212.166,2053,443,true,IAD,North America,US,Ashburn,300,6.90
44.192.78.4,443,443,true,IAD,North America,US,Ashburn,249,6.90
34.236.33.91,443,443,true,IAD,North America,US,Ashburn,366,6.90
3.137.191.17,443,443,true,YYZ,North America,CA,Toronto,342,6.90
44.201.95.34,443,443,true,IAD,North America,US,Ashburn,288,6.90
3.236.213.220,443,443,true,IAD,North America,US,Ashburn,291,6.90
44.222.175.150,443,443,true,IAD,North America,US,Ashburn,262,6.89
35.93.149.162,443,443,true,PDX,North America,US,Portland,274,6.89
98.80.146.46,443,443,true,IAD,North America,US,Ashburn,327,6.89
18.220.206.47,443,443,true,YYZ,North America,CA,Toronto,356,6.89
3.137.160.207,443,443,true,YYZ,North America,CA,Toronto,283,6.88
34.229.64.226,443,443,true,IAD,North America,US,Ashburn,342,6.88
204.110.223.30,80,443,true,CMH,North America,US,Columbus,320,6.86
44.213.58.203,443,443,true,IAD,North America,US,Ashburn,261,6.86
34.239.150.220,443,443,true,IAD,North America,US,Ashburn,374,6.86
44.192.94.24,443,443,true,IAD,North America,US,Ashburn,246,6.86
44.210.16.80,443,443,true,IAD,North America,US,Ashburn,266,6.85
67.226.221.205,80,443,true,SJC,North America,US,San Jose,469,6.84
13.229.75.212,443,443,true,SIN,Asia Pacific,SG,Singapore,336,6.84
34.219.67.96,443,443,true,PDX,North America,US,Portland,272,6.84
3.146.145.210,443,443,true,ORD,North America,US,Chicago,256,6.84
18.132.201.17,443,443,true,LHR,Europe,GB,London,217,6.83
204.110.223.204,80,443,true,ORD,North America,US,Chicago,246,6.83
3.238.74.151,443,443,true,IAD,North America,US,Ashburn,310,6.83
54.203.85.46,80,443,true,SEA,North America,US,Seattle,328,6.83
34.209.213.67,443,443,true,PDX,North America,US,Portland,296,6.83
3.239.16.253,443,443,true,IAD,North America,US,Ashburn,281,6.82
3.238.25.251,443,443,true,IAD,North America,US,Ashburn,361,6.82
34.214.223.148,443,443,true,PDX,North America,US,Portland,309,6.82
13.212.171.247,443,443,true,SIN,Asia Pacific,SG,Singapore,330,6.81
34.219.122.175,443,443,true,PDX,North America,US,Portland,276,6.81
204.110.223.200,80,443,true,ORD,North America,US,Chicago,319,6.81
34.231.70.45,443,443,true,IAD,North America,US,Ashburn,255,6.80
67.226.222.76,80,443,true,CMH,North America,US,Columbus,457,6.80
54.214.140.242,443,443,true,SEA,North America,US,Seattle,333,6.80
54.219.186.103,443,443,true,SJC,North America,US,San Jose,250,6.80
44.192.21.141,443,443,true,IAD,North America,US,Ashburn,246,6.79
3.234.252.183,443,443,true,IAD,North America,US,Ashburn,402,6.79
3.145.35.249,8443,443,true,ORD,North America,US,Chicago,356,6.79
35.87.101.72,443,443,true,PDX,North America,US,Portland,317,6.79
44.221.60.87,443,443,true,IAD,North America,US,Ashburn,390,6.78
3.236.218.138,443,443,true,IAD,North America,US,Ashburn,327,6.78
44.221.59.135,443,443,true,IAD,North America,US,Ashburn,346,6.78
34.218.248.107,443,443,true,PDX,North America,US,Portland,280,6.78
3.235.192.86,443,443,true,IAD,North America,US,Ashburn,378,6.78
204.110.223.232,80,443,true,ORD,North America,US,Chicago,240,6.78
44.200.87.161,443,443,true,IAD,North America,US,Ashburn,374,6.78
3.14.5.101,443,443,true,YYZ,North America,CA,Toronto,359,6.78
3.12.198.63,443,443,true,YYZ,North America,CA,Toronto,379,6.77
13.212.67.202,443,443,true,SIN,Asia Pacific,SG,Singapore,279,6.77
204.110.223.78,80,443,true,ORD,North America,US,Chicago,251,6.77
52.15.97.71,8443,443,true,YYZ,North America,CA,Toronto,242,6.77
52.12.169.104,443,443,true,SEA,North America,US,Seattle,353,6.77
54.224.42.142,8443,443,true,IAD,North America,US,Ashburn,282,6.76
35.182.38.225,443,443,true,YUL,North America,CA,Montréal,333,6.76
44.213.71.175,443,443,true,IAD,North America,US,Ashburn,254,6.76
44.210.147.58,443,443,true,IAD,North America,US,Ashburn,324,6.76
35.155.38.149,443,443,true,PDX,North America,US,Portland,424,6.75
54.186.155.95,443,443,true,SEA,North America,US,Seattle,218,6.75
3.236.110.239,443,443,true,IAD,North America,US,Ashburn,260,6.74
3.236.71.27,443,443,true,IAD,North America,US,Ashburn,261,6.74
44.211.237.207,443,443,true,IAD,North America,US,Ashburn,308,6.74
34.239.163.209,443,443,true,IAD,North America,US,Ashburn,389,6.74
35.86.250.112,443,443,true,PDX,North America,US,Portland,233,6.73
35.87.45.191,443,443,true,PDX,North America,US,Portland,230,6.73
44.222.156.21,443,443,true,IAD,North America,US,Ashburn,306,6.72
3.129.183.128,443,443,true,CMH,North America,US,Columbus,236,6.72
35.183.103.238,443,443,true,YUL,North America,CA,Montréal,290,6.72
44.192.44.138,443,443,true,IAD,North America,US,Ashburn,394,6.72
54.203.85.46,80,443,true,SEA,North America,US,Seattle,359,6.72
34.218.253.120,443,443,true,PDX,North America,US,Portland,260,6.72
3.88.110.210,8443,443,true,IAD,North America,US,Ashburn,268,6.71
44.211.116.208,443,443,true,IAD,North America,US,Ashburn,371,6.71
35.93.136.129,443,443,true,PDX,North America,US,Portland,307,6.71
34.217.87.226,443,443,true,PDX,North America,US,Portland,220,6.71
98.82.123.50,443,443,true,IAD,North America,US,Ashburn,315,6.70
35.91.227.46,443,443,true,PDX,North America,US,Portland,245,6.70
3.145.75.190,443,443,true,YYZ,North America,CA,Toronto,427,6.70
54.203.85.46,443,443,true,SEA,North America,US,Seattle,281,6.69
44.200.79.104,443,443,true,IAD,North America,US,Ashburn,435,6.69
34.219.117.33,443,443,true,PDX,North America,US,Portland,448,6.69
63.176.173.38,443,443,true,FRA,Europe,DE,Frankfurt,280,6.68
204.110.223.190,80,443,true,CMH,North America,US,Columbus,258,6.67
3.141.223.191,2053,443,true,ORD,North America,US,Chicago,290,6.66
52.221.209.118,443,443,true,SIN,Asia Pacific,SG,Singapore,337,6.66
204.110.223.63,80,443,true,ORD,North America,US,Chicago,244,6.65
3.99.192.219,443,443,true,YUL,North America,CA,Montréal,381,6.65
3.21.230.180,443,443,true,YYZ,North America,CA,Toronto,273,6.65
18.140.197.29,443,443,true,SIN,Asia Pacific,SG,Singapore,344,6.65
204.110.223.43,80,443,true,ORD,North America,US,Chicago,256,6.64
35.95.16.206,443,443,true,PDX,North America,US,Portland,261,6.64
3.239.13.28,443,443,true,IAD,North America,US,Ashburn,261,6.64
52.42.61.146,443,443,true,SEA,North America,US,Seattle,221,6.64
50.19.193.95,443,443,true,IAD,North America,US,Ashburn,371,6.63
35.87.39.23,443,443,true,PDX,North America,US,Portland,235,6.63
98.82.127.147,443,443,true,IAD,North America,US,Ashburn,286,6.63
204.110.223.159,80,443,true,ORD,North America,US,Chicago,311,6.63
3.237.2.25,443,443,true,IAD,North America,US,Ashburn,254,6.63
13.212.77.223,443,443,true,SIN,Asia Pacific,SG,Singapore,324,6.63
3.144.182.91,443,443,true,YYZ,North America,CA,Toronto,232,6.63
54.167.43.59,443,443,true,IAD,North America,US,Ashburn,257,6.61
3.236.116.18,443,443,true,IAD,North America,US,Ashburn,305,6.60
47.129.113.41,443,443,true,SIN,Asia Pacific,SG,Singapore,327,6.60
204.110.223.196,80,443,true,ORD,North America,US,Chicago,328,6.60
3.99.140.50,443,443,true,YUL,North America,CA,Montréal,341,6.60
3.234.212.173,443,443,true,IAD,North America,US,Ashburn,240,6.60
34.239.164.48,443,443,true,IAD,North America,US,Ashburn,285,6.60
35.87.82.211,443,443,true,PDX,North America,US,Portland,220,6.59
34.219.110.195,443,443,true,PDX,North America,US,Portland,232,6.59
204.110.223.183,80,443,true,CMH,North America,US,Columbus,247,6.59
204.110.223.80,443,443,true,ORD,North America,US,Chicago,323,6.59
44.220.54.19,443,443,true,IAD,North America,US,Ashburn,328,6.59
