IP地址,数据中心,地区,城市,网络延迟
45.131.211.68,SJC,北美洲,圣何塞,367 ms
104.24.181.133,IAD,北美洲,阿什本,367 ms
1.1.1.83,SJC,北美洲,圣何塞,367 ms
162.159.3.48,SJC,北美洲,圣何塞,367 ms
1.0.0.219,SJC,北美洲,圣何塞,367 ms
198.41.217.170,SJC,北美洲,圣何塞,367 ms
104.25.29.130,IAD,北美洲,阿什本,367 ms
104.21.235.20,LAX,北美洲,洛杉矶,367 ms
104.17.127.194,SJC,北美洲,圣何塞,367 ms
104.24.223.235,IAD,北美洲,阿什本,367 ms
104.16.57.251,SJC,北美洲,圣何塞,368 ms
172.66.0.114,SJC,北美洲,圣何塞,368 ms
104.18.169.14,SJC,北美洲,圣何塞,368 ms
104.27.15.43,IAD,北美洲,阿什本,368 ms
172.64.69.146,SJC,北美洲,圣何塞,368 ms
164.38.155.110,SJC,北美洲,圣何塞,368 ms
198.41.221.182,SJC,北美洲,圣何塞,368 ms
1.1.1.181,SJC,北美洲,圣何塞,368 ms
104.18.106.164,SJC,北美洲,圣何塞,368 ms
104.17.86.232,SJC,北美洲,圣何塞,368 ms
104.18.244.74,SJC,北美洲,圣何塞,368 ms
104.18.142.7,SJC,北美洲,圣何塞,369 ms
1.1.1.20,SJC,北美洲,圣何塞,369 ms
1.1.1.78,SJC,北美洲,圣何塞,369 ms
104.16.18.244,SJC,北美洲,圣何塞,369 ms
104.17.170.172,SJC,北美洲,圣何塞,369 ms
162.159.143.63,SJC,北美洲,圣何塞,369 ms
104.16.249.46,SJC,北美洲,圣何塞,369 ms
104.19.60.111,SJC,北美洲,圣何塞,369 ms
104.21.231.203,LAX,北美洲,洛杉矶,369 ms
1.1.1.152,SJC,北美洲,圣何塞,370 ms
104.16.30.204,SJC,北美洲,圣何塞,370 ms
104.19.160.177,SJC,北美洲,圣何塞,370 ms
104.16.205.108,SJC,北美洲,圣何塞,370 ms
104.22.32.241,IAD,北美洲,阿什本,370 ms
190.93.244.63,SJC,北美洲,圣何塞,370 ms
192.133.11.0,SJC,北美洲,圣何塞,370 ms
1.0.0.89,SJC,北美洲,圣何塞,370 ms
104.18.157.5,SJC,北美洲,圣何塞,370 ms
104.24.184.225,IAD,北美洲,阿什本,370 ms
104.17.62.13,SJC,北美洲,圣何塞,370 ms
66.235.200.17,SJC,北美洲,圣何塞,370 ms
1.1.1.155,SJC,北美洲,圣何塞,370 ms
1.0.0.241,SJC,北美洲,圣何塞,370 ms
185.38.135.128,SJC,北美洲,圣何塞,370 ms
104.16.246.144,SJC,北美洲,圣何塞,370 ms
104.17.84.80,SJC,北美洲,圣何塞,371 ms
104.18.221.252,SJC,北美洲,圣何塞,371 ms
1.1.1.198,SJC,北美洲,圣何塞,371 ms
88.216.67.216,SJC,北美洲,圣何塞,371 ms
1.1.1.241,SJC,北美洲,圣何塞,371 ms
103.11.214.199,SJC,北美洲,圣何塞,371 ms
104.18.251.18,SJC,北美洲,圣何塞,371 ms
104.18.110.169,SJC,北美洲,圣何塞,371 ms
162.159.7.44,SJC,北美洲,圣何塞,371 ms
93.114.65.215,SJC,北美洲,圣何塞,371 ms
104.17.118.235,SJC,北美洲,圣何塞,371 ms
1.1.1.115,SJC,北美洲,圣何塞,371 ms
104.17.95.89,SJC,北美洲,圣何塞,371 ms
104.24.164.0,IAD,北美洲,阿什本,371 ms
104.17.155.184,SJC,北美洲,圣何塞,371 ms
1.1.1.85,SJC,北美洲,圣何塞,372 ms
94.242.230.6,SJC,北美洲,圣何塞,372 ms
104.17.164.17,SJC,北美洲,圣何塞,372 ms
1.1.1.205,SJC,北美洲,圣何塞,372 ms
172.67.88.68,IAD,北美洲,阿什本,372 ms
172.64.95.111,SJC,北美洲,圣何塞,372 ms
1.0.0.102,SJC,北美洲,圣何塞,372 ms
104.24.132.241,IAD,北美洲,阿什本,372 ms
104.19.187.211,SJC,北美洲,圣何塞,372 ms
104.19.211.107,SJC,北美洲,圣何塞,372 ms
104.17.117.246,SJC,北美洲,圣何塞,373 ms
104.36.195.44,SJC,北美洲,圣何塞,373 ms
104.18.103.31,SJC,北美洲,圣何塞,373 ms
104.24.216.193,IAD,北美洲,阿什本,373 ms
104.24.170.244,IAD,北美洲,阿什本,373 ms
104.18.162.189,SJC,北美洲,圣何塞,373 ms
104.18.211.178,SJC,北美洲,圣何塞,373 ms
1.1.1.222,SJC,北美洲,圣何塞,373 ms
1.0.0.31,SJC,北美洲,圣何塞,373 ms
104.17.145.22,SJC,北美洲,圣何塞,373 ms
104.17.101.131,SJC,北美洲,圣何塞,373 ms
104.16.23.64,SJC,北美洲,圣何塞,373 ms
199.60.103.29,SJC,北美洲,圣何塞,373 ms
104.17.149.58,SJC,北美洲,圣何塞,373 ms
104.18.76.59,SJC,北美洲,圣何塞,373 ms
188.164.248.67,SJC,北美洲,圣何塞,373 ms
104.17.98.233,SJC,北美洲,圣何塞,373 ms
104.17.146.196,SJC,北美洲,圣何塞,373 ms
104.18.93.14,SJC,北美洲,圣何塞,374 ms
104.24.176.115,IAD,北美洲,阿什本,374 ms
104.20.196.101,IAD,北美洲,阿什本,374 ms
104.18.217.253,SJC,北美洲,圣何塞,374 ms
104.18.71.222,SJC,北美洲,圣何塞,374 ms
104.16.160.31,SJC,北美洲,圣何塞,374 ms
104.17.103.30,SJC,北美洲,圣何塞,374 ms
104.17.195.254,SJC,北美洲,圣何塞,374 ms
104.17.150.163,SJC,北美洲,圣何塞,374 ms
104.20.33.133,IAD,北美洲,阿什本,374 ms
104.16.15.234,SJC,北美洲,圣何塞,375 ms
172.67.91.93,IAD,北美洲,阿什本,375 ms
172.64.32.111,SJC,北美洲,圣何塞,375 ms
104.18.159.89,SJC,北美洲,圣何塞,375 ms
198.41.214.102,SJC,北美洲,圣何塞,375 ms
1.0.0.15,SJC,北美洲,圣何塞,375 ms
104.19.192.217,SJC,北美洲,圣何塞,375 ms
1.0.0.197,SJC,北美洲,圣何塞,375 ms
172.64.91.103,SJC,北美洲,圣何塞,376 ms
1.0.0.47,SJC,北美洲,圣何塞,376 ms
104.18.156.93,SJC,北美洲,圣何塞,376 ms
104.16.21.76,SJC,北美洲,圣何塞,376 ms
104.16.29.248,SJC,北美洲,圣何塞,376 ms
104.27.73.155,IAD,北美洲,阿什本,376 ms
104.20.94.64,IAD,北美洲,阿什本,376 ms
188.164.158.53,SJC,北美洲,圣何塞,376 ms
104.26.12.200,IAD,北美洲,阿什本,376 ms
141.101.90.114,AMS,欧洲,阿姆斯特丹,376 ms
104.18.163.225,SJC,北美洲,圣何塞,376 ms
104.17.153.5,SJC,北美洲,圣何塞,377 ms
1.0.0.251,SJC,北美洲,圣何塞,377 ms
104.22.34.233,IAD,北美洲,阿什本,377 ms
1.1.1.0,SJC,北美洲,圣何塞,378 ms
1.1.1.219,SJC,北美洲,圣何塞,378 ms
1.1.1.53,SJC,北美洲,圣何塞,378 ms
1.0.0.166,SJC,北美洲,圣何塞,378 ms
104.17.168.61,SJC,北美洲,圣何塞,378 ms
104.17.104.151,SJC,北美洲,圣何塞,378 ms
104.18.148.203,SJC,北美洲,圣何塞,378 ms
104.16.65.204,SJC,北美洲,圣何塞,378 ms
104.18.255.144,SJC,北美洲,圣何塞,378 ms
94.140.0.203,SJC,北美洲,圣何塞,378 ms
104.22.7.220,IAD,北美洲,阿什本,378 ms
104.19.136.187,LAX,北美洲,洛杉矶,378 ms
104.18.190.181,SJC,北美洲,圣何塞,379 ms
188.42.145.193,SJC,北美洲,圣何塞,379 ms
104.23.124.27,IAD,北美洲,阿什本,379 ms
104.18.66.197,SJC,北美洲,圣何塞,379 ms
1.1.1.116,SJC,北美洲,圣何塞,379 ms
172.64.84.132,SJC,北美洲,圣何塞,379 ms
1.1.1.112,SJC,北美洲,圣何塞,379 ms
104.19.190.96,SJC,北美洲,圣何塞,379 ms
5.182.34.125,SJC,北美洲,圣何塞,379 ms
104.16.108.151,SJC,北美洲,圣何塞,379 ms
104.20.206.103,IAD,北美洲,阿什本,380 ms
1.1.1.84,SJC,北美洲,圣何塞,380 ms
45.85.119.41,SJC,北美洲,圣何塞,380 ms
185.135.9.25,SJC,北美洲,圣何塞,380 ms
104.18.178.138,SJC,北美洲,圣何塞,380 ms
104.17.61.46,SJC,北美洲,圣何塞,380 ms
104.24.72.103,IAD,北美洲,阿什本,380 ms
104.19.204.99,SJC,北美洲,圣何塞,380 ms
104.25.73.29,IAD,北美洲,阿什本,380 ms
104.17.230.185,SJC,北美洲,圣何塞,381 ms
104.16.56.209,SJC,北美洲,圣何塞,381 ms
104.19.185.73,SJC,北美洲,圣何塞,381 ms
1.0.0.85,SJC,北美洲,圣何塞,381 ms
1.0.0.13,SJC,北美洲,圣何塞,381 ms
1.0.0.64,SJC,北美洲,圣何塞,381 ms
104.27.29.185,IAD,北美洲,阿什本,382 ms
1.0.0.253,SJC,北美洲,圣何塞,382 ms
185.251.83.32,SJC,北美洲,圣何塞,382 ms
104.16.6.6,SJC,北美洲,圣何塞,383 ms
1.1.1.181,SJC,北美洲,圣何塞,383 ms
1.0.0.172,SJC,北美洲,圣何塞,383 ms
1.1.1.57,SJC,北美洲,圣何塞,383 ms
172.64.155.164,SJC,北美洲,圣何塞,383 ms
1.1.1.111,SJC,北美洲,圣何塞,383 ms
104.17.253.21,SJC,北美洲,圣何塞,383 ms
104.17.91.219,SJC,北美洲,圣何塞,383 ms
104.27.50.222,IAD,北美洲,阿什本,383 ms
172.64.147.215,SJC,北美洲,圣何塞,383 ms
104.27.87.4,IAD,北美洲,阿什本,383 ms
104.17.112.46,SJC,北美洲,圣何塞,383 ms
1.1.1.123,SJC,北美洲,圣何塞,383 ms
104.17.159.250,SJC,北美洲,圣何塞,383 ms
1.0.0.2,SJC,北美洲,圣何塞,383 ms
104.18.250.244,SJC,北美洲,圣何塞,384 ms
1.0.0.252,SJC,北美洲,圣何塞,384 ms
104.24.171.112,IAD,北美洲,阿什本,384 ms
1.1.1.163,SJC,北美洲,圣何塞,384 ms
1.0.0.215,SJC,北美洲,圣何塞,385 ms
104.17.88.220,SJC,北美洲,圣何塞,385 ms
104.16.51.147,SJC,北美洲,圣何塞,385 ms
185.176.24.15,SJC,北美洲,圣何塞,385 ms
104.17.252.96,SJC,北美洲,圣何塞,385 ms
104.16.168.46,SJC,北美洲,圣何塞,385 ms
1.0.0.209,SJC,北美洲,圣何塞,385 ms
1.0.0.81,SJC,北美洲,圣何塞,385 ms
1.0.0.18,SJC,北美洲,圣何塞,385 ms
198.41.206.128,SJC,北美洲,圣何塞,385 ms
104.16.110.200,SJC,北美洲,圣何塞,385 ms
1.1.1.67,SJC,北美洲,圣何塞,385 ms
185.162.230.183,SJC,北美洲,圣何塞,385 ms
185.221.160.100,SJC,北美洲,圣何塞,385 ms
104.17.232.247,SJC,北美洲,圣何塞,386 ms
1.1.1.238,SJC,北美洲,圣何塞,386 ms
172.67.59.60,IAD,北美洲,阿什本,386 ms
104.24.134.244,IAD,北美洲,阿什本,386 ms
104.25.181.141,IAD,北美洲,阿什本,386 ms
1.0.0.99,SJC,北美洲,圣何塞,386 ms
104.25.63.27,IAD,北美洲,阿什本,386 ms
104.16.59.91,SJC,北美洲,圣何塞,386 ms
1.0.0.203,SJC,北美洲,圣何塞,386 ms
104.25.104.213,IAD,北美洲,阿什本,387 ms
1.1.1.129,SJC,北美洲,圣何塞,387 ms
104.18.11.220,SJC,北美洲,圣何塞,387 ms
104.18.201.39,SJC,北美洲,圣何塞,387 ms
104.16.142.162,SJC,北美洲,圣何塞,387 ms
104.17.113.31,SJC,北美洲,圣何塞,387 ms
104.18.131.171,SJC,北美洲,圣何塞,387 ms
1.0.0.175,SJC,北美洲,圣何塞,387 ms
31.12.75.171,SJC,北美洲,圣何塞,387 ms
1.0.0.93,SJC,北美洲,圣何塞,387 ms
104.27.66.245,IAD,北美洲,阿什本,388 ms
104.16.140.43,SJC,北美洲,圣何塞,388 ms
1.0.0.118,SJC,北美洲,圣何塞,388 ms
104.24.144.17,IAD,北美洲,阿什本,388 ms
5.10.247.151,SJC,北美洲,圣何塞,388 ms
1.1.1.191,SJC,北美洲,圣何塞,389 ms
104.17.218.76,SJC,北美洲,圣何塞,389 ms
1.0.0.208,SJC,北美洲,圣何塞,389 ms
104.25.137.22,IAD,北美洲,阿什本,390 ms
104.129.165.118,SJC,北美洲,圣何塞,390 ms
104.16.0.242,SJC,北美洲,圣何塞,390 ms
45.131.210.46,SJC,北美洲,圣何塞,390 ms
104.17.247.183,SJC,北美洲,圣何塞,390 ms
104.19.23.178,SJC,北美洲,圣何塞,391 ms
104.16.152.240,SJC,北美洲,圣何塞,391 ms
45.8.211.231,SJC,北美洲,圣何塞,391 ms
104.19.199.1,SJC,北美洲,圣何塞,391 ms
1.1.1.67,SJC,北美洲,圣何塞,392 ms
104.17.151.189,SJC,北美洲,圣何塞,392 ms
104.254.140.105,SJC,北美洲,圣何塞,392 ms
185.135.44.52,SJC,北美洲,圣何塞,392 ms
1.0.0.14,SJC,北美洲,圣何塞,392 ms
1.1.1.42,SJC,北美洲,圣何塞,392 ms
104.18.2.26,SJC,北美洲,圣何塞,392 ms
1.0.0.243,SJC,北美洲,圣何塞,393 ms
104.24.59.87,IAD,北美洲,阿什本,393 ms
104.19.217.195,SJC,北美洲,圣何塞,393 ms
104.17.212.101,SJC,北美洲,圣何塞,394 ms
1.0.0.117,SJC,北美洲,圣何塞,394 ms
1.1.1.121,SJC,北美洲,圣何塞,395 ms
104.17.87.193,SJC,北美洲,圣何塞,395 ms
1.0.0.29,SJC,北美洲,圣何塞,395 ms
104.17.238.113,SJC,北美洲,圣何塞,396 ms
1.1.1.62,SJC,北美洲,圣何塞,396 ms
104.25.131.101,IAD,北美洲,阿什本,396 ms
104.27.68.136,IAD,北美洲,阿什本,396 ms
104.19.218.129,SJC,北美洲,圣何塞,396 ms
1.0.0.140,SJC,北美洲,圣何塞,397 ms
104.17.157.23,SJC,北美洲,圣何塞,397 ms
172.67.94.233,IAD,北美洲,阿什本,397 ms
198.41.211.149,SJC,北美洲,圣何塞,397 ms
104.17.59.142,SJC,北美洲,圣何塞,398 ms
104.16.192.210,SJC,北美洲,圣何塞,398 ms
104.16.163.163,SJC,北美洲,圣何塞,399 ms
1.0.0.82,SJC,北美洲,圣何塞,400 ms
104.16.10.137,SJC,北美洲,圣何塞,400 ms
104.25.223.227,IAD,北美洲,阿什本,401 ms
104.20.37.47,IAD,北美洲,阿什本,401 ms
104.20.215.60,IAD,北美洲,阿什本,402 ms
104.16.62.40,SJC,北美洲,圣何塞,402 ms
104.20.99.105,IAD,北美洲,阿什本,402 ms
104.25.209.24,IAD,北美洲,阿什本,403 ms
104.16.22.213,SJC,北美洲,圣何塞,403 ms
1.0.0.170,SJC,北美洲,圣何塞,404 ms
104.19.134.110,LAX,北美洲,洛杉矶,405 ms
104.25.225.187,IAD,北美洲,阿什本,406 ms
1.1.1.216,SJC,北美洲,圣何塞,406 ms
1.0.0.55,SJC,北美洲,圣何塞,406 ms
1.0.0.10,SJC,北美洲,圣何塞,406 ms
172.64.156.247,SJC,北美洲,圣何塞,407 ms
104.25.191.89,IAD,北美洲,阿什本,407 ms
104.27.97.124,IAD,北美洲,阿什本,407 ms
104.20.203.220,IAD,北美洲,阿什本,407 ms
1.0.0.100,SJC,北美洲,圣何塞,407 ms
1.0.0.185,SJC,北美洲,圣何塞,408 ms
1.1.1.252,SJC,北美洲,圣何塞,408 ms
104.20.114.159,IAD,北美洲,阿什本,409 ms
1.0.0.184,SJC,北美洲,圣何塞,411 ms
104.19.229.99,SJC,北美洲,圣何塞,411 ms
1.1.1.17,SJC,北美洲,圣何塞,411 ms
172.67.11.173,IAD,北美洲,阿什本,412 ms
104.25.123.248,IAD,北美洲,阿什本,412 ms
172.67.90.59,IAD,北美洲,阿什本,412 ms
162.159.255.46,LAX,北美洲,洛杉矶,413 ms
1.0.0.144,SJC,北美洲,圣何塞,413 ms
1.0.0.59,SJC,北美洲,圣何塞,414 ms
104.20.201.143,IAD,北美洲,阿什本,416 ms
104.25.229.79,IAD,北美洲,阿什本,416 ms
172.67.125.188,IAD,北美洲,阿什本,416 ms
104.24.22.237,IAD,北美洲,阿什本,417 ms
104.25.132.219,IAD,北美洲,阿什本,417 ms
104.20.152.20,IAD,北美洲,阿什本,418 ms
104.23.107.2,IAD,北美洲,阿什本,418 ms
104.25.185.116,IAD,北美洲,阿什本,418 ms
104.26.1.21,IAD,北美洲,阿什本,419 ms
104.20.149.76,IAD,北美洲,阿什本,420 ms
104.21.224.107,LAX,北美洲,洛杉矶,421 ms
104.26.13.2,IAD,北美洲,阿什本,421 ms
104.25.203.206,IAD,北美洲,阿什本,422 ms
104.20.68.153,IAD,北美洲,阿什本,422 ms
104.21.228.128,LAX,北美洲,洛杉矶,422 ms
104.27.122.22,IAD,北美洲,阿什本,423 ms
104.25.66.136,IAD,北美洲,阿什本,424 ms
104.19.119.207,SJC,北美洲,圣何塞,425 ms
104.27.17.172,IAD,北美洲,阿什本,426 ms
172.67.114.208,IAD,北美洲,阿什本,426 ms
104.20.2.242,IAD,北美洲,阿什本,427 ms
104.20.13.98,IAD,北美洲,阿什本,427 ms
104.19.133.241,LAX,北美洲,洛杉矶,427 ms
104.24.13.81,IAD,北美洲,阿什本,428 ms
104.20.162.208,IAD,北美洲,阿什本,429 ms
104.19.67.253,SJC,北美洲,圣何塞,429 ms
104.19.50.58,SJC,北美洲,圣何塞,432 ms
104.19.137.235,LAX,北美洲,洛杉矶,433 ms
104.25.239.217,IAD,北美洲,阿什本,433 ms
104.20.28.227,IAD,北美洲,阿什本,434 ms
104.25.109.64,IAD,北美洲,阿什本,434 ms
104.25.153.34,IAD,北美洲,阿什本,435 ms
104.20.160.202,IAD,北美洲,阿什本,436 ms
104.19.65.188,SJC,北美洲,圣何塞,436 ms
104.19.128.199,LAX,北美洲,洛杉矶,436 ms
104.19.142.168,LAX,北美洲,洛杉矶,437 ms
104.19.24.247,SJC,北美洲,圣何塞,437 ms
104.25.210.199,IAD,北美洲,阿什本,438 ms
104.19.51.4,SJC,北美洲,圣何塞,439 ms
172.67.7.250,IAD,北美洲,阿什本,439 ms
104.19.71.120,SJC,北美洲,圣何塞,440 ms
162.159.253.6,LAX,北美洲,洛杉矶,440 ms
104.25.70.24,IAD,北美洲,阿什本,440 ms
104.19.45.164,SJC,北美洲,圣何塞,440 ms
104.19.39.12,SJC,北美洲,圣何塞,441 ms
104.20.242.55,IAD,北美洲,阿什本,443 ms
104.25.42.27,IAD,北美洲,阿什本,443 ms
104.22.5.184,IAD,北美洲,阿什本,443 ms
104.19.58.200,SJC,北美洲,圣何塞,444 ms
104.25.54.99,IAD,北美洲,阿什本,444 ms
172.67.4.200,IAD,北美洲,阿什本,444 ms
162.159.240.204,LAX,北美洲,洛杉矶,444 ms
104.19.7.185,SJC,北美洲,圣何塞,444 ms
104.20.83.152,IAD,北美洲,阿什本,445 ms
104.19.6.102,SJC,北美洲,圣何塞,445 ms
104.24.42.187,IAD,北美洲,阿什本,445 ms
104.19.12.11,SJC,北美洲,圣何塞,447 ms
104.25.244.191,IAD,北美洲,阿什本,447 ms
104.26.7.182,IAD,北美洲,阿什本,447 ms
104.19.129.125,LAX,北美洲,洛杉矶,447 ms
104.21.226.64,LAX,北美洲,洛杉矶,450 ms
104.22.4.250,IAD,北美洲,阿什本,451 ms
104.19.125.90,SJC,北美洲,圣何塞,451 ms
104.25.189.196,IAD,北美洲,阿什本,453 ms
104.22.12.238,IAD,北美洲,阿什本,454 ms
172.67.101.78,IAD,北美洲,阿什本,454 ms
104.23.111.211,IAD,北美洲,阿什本,455 ms
104.25.61.63,IAD,北美洲,阿什本,455 ms
104.22.2.239,IAD,北美洲,阿什本,455 ms
104.19.120.177,SJC,北美洲,圣何塞,455 ms
104.24.237.143,IAD,北美洲,阿什本,456 ms
104.20.230.188,IAD,北美洲,阿什本,456 ms
104.19.117.48,SJC,北美洲,圣何塞,457 ms
104.25.57.243,IAD,北美洲,阿什本,457 ms
104.25.152.174,IAD,北美洲,阿什本,457 ms
104.19.91.220,SJC,北美洲,圣何塞,458 ms
104.27.3.44,IAD,北美洲,阿什本,460 ms
104.25.34.110,IAD,北美洲,阿什本,460 ms
104.19.121.176,SJC,北美洲,圣何塞,461 ms
104.22.76.32,IAD,北美洲,阿什本,461 ms
104.19.87.52,SJC,北美洲,圣何塞,462 ms
104.25.237.196,IAD,北美洲,阿什本,462 ms
104.19.141.155,LAX,北美洲,洛杉矶,462 ms
104.24.68.64,IAD,北美洲,阿什本,462 ms
104.25.230.70,IAD,北美洲,阿什本,462 ms
104.20.29.207,IAD,北美洲,阿什本,462 ms
104.20.166.105,IAD,北美洲,阿什本,463 ms
104.25.99.150,IAD,北美洲,阿什本,463 ms
104.22.6.83,IAD,北美洲,阿什本,463 ms
104.25.216.223,IAD,北美洲,阿什本,463 ms
104.19.116.156,SJC,北美洲,圣何塞,463 ms
104.19.84.27,SJC,北美洲,圣何塞,464 ms
104.25.154.204,IAD,北美洲,阿什本,465 ms
104.25.171.32,IAD,北美洲,阿什本,465 ms
104.24.28.101,IAD,北美洲,阿什本,466 ms
104.19.106.162,SJC,北美洲,圣何塞,466 ms
104.23.113.15,IAD,北美洲,阿什本,466 ms
104.25.175.12,IAD,北美洲,阿什本,466 ms
104.19.34.74,SJC,北美洲,圣何塞,467 ms
104.19.108.198,SJC,北美洲,圣何塞,467 ms
104.25.228.251,IAD,北美洲,阿什本,467 ms
104.19.80.233,SJC,北美洲,圣何塞,468 ms
104.25.252.235,IAD,北美洲,阿什本,468 ms
104.19.89.143,SJC,北美洲,圣何塞,468 ms
104.24.201.170,IAD,北美洲,阿什本,468 ms
104.20.209.115,IAD,北美洲,阿什本,469 ms
104.24.219.90,IAD,北美洲,阿什本,469 ms
104.21.227.150,LAX,北美洲,洛杉矶,471 ms
104.27.4.162,IAD,北美洲,阿什本,471 ms
104.25.201.247,IAD,北美洲,阿什本,472 ms
104.22.41.91,IAD,北美洲,阿什本,472 ms
104.20.123.73,IAD,北美洲,阿什本,472 ms
172.67.2.250,IAD,北美洲,阿什本,472 ms
104.25.245.111,IAD,北美洲,阿什本,472 ms
104.19.43.57,SJC,北美洲,圣何塞,472 ms
104.19.40.7,SJC,北美洲,圣何塞,472 ms
104.25.183.188,IAD,北美洲,阿什本,472 ms
172.67.14.100,IAD,北美洲,阿什本,472 ms
104.25.25.26,IAD,北美洲,阿什本,473 ms
104.20.111.84,IAD,北美洲,阿什本,473 ms
104.19.82.123,SJC,北美洲,圣何塞,474 ms
104.22.42.112,IAD,北美洲,阿什本,474 ms
104.19.19.185,SJC,北美洲,圣何塞,474 ms
104.24.18.178,IAD,北美洲,阿什本,474 ms
104.20.57.84,IAD,北美洲,阿什本,474 ms
104.24.185.147,IAD,北美洲,阿什本,475 ms
104.19.72.227,SJC,北美洲,圣何塞,475 ms
104.24.247.86,IAD,北美洲,阿什本,475 ms
104.25.254.183,IAD,北美洲,阿什本,475 ms
104.25.240.214,IAD,北美洲,阿什本,476 ms
104.19.16.235,SJC,北美洲,圣何塞,476 ms
104.19.27.117,SJC,北美洲,圣何塞,476 ms
104.19.25.197,SJC,北美洲,圣何塞,477 ms
104.24.139.248,IAD,北美洲,阿什本,477 ms
104.25.241.126,IAD,北美洲,阿什本,477 ms
104.24.207.141,IAD,北美洲,阿什本,478 ms
104.19.54.9,SJC,北美洲,圣何塞,478 ms
104.23.112.20,IAD,北美洲,阿什本,478 ms
104.19.94.121,SJC,北美洲,圣何塞,478 ms
104.25.97.131,IAD,北美洲,阿什本,479 ms
104.19.14.2,SJC,北美洲,圣何塞,479 ms
104.27.127.174,IAD,北美洲,阿什本,479 ms
104.20.140.204,IAD,北美洲,阿什本,479 ms
104.19.77.189,SJC,北美洲,圣何塞,481 ms
104.24.250.247,IAD,北美洲,阿什本,482 ms
104.24.34.130,IAD,北美洲,阿什本,483 ms
104.25.160.86,IAD,北美洲,阿什本,483 ms
104.20.97.3,IAD,北美洲,阿什本,484 ms
104.24.85.53,IAD,北美洲,阿什本,488 ms
104.25.255.118,IAD,北美洲,阿什本,489 ms
104.24.92.86,IAD,北美洲,阿什本,489 ms
104.19.107.197,SJC,北美洲,圣何塞,491 ms
104.19.59.53,SJC,北美洲,圣何塞,491 ms
104.27.67.35,IAD,北美洲,阿什本,493 ms
104.19.110.246,SJC,北美洲,圣何塞,493 ms
104.25.208.176,IAD,北美洲,阿什本,493 ms
172.67.112.9,IAD,北美洲,阿什本,493 ms
104.25.192.139,IAD,北美洲,阿什本,494 ms
104.25.96.136,IAD,北美洲,阿什本,494 ms
104.27.78.76,IAD,北美洲,阿什本,495 ms
104.25.187.2,IAD,北美洲,阿什本,495 ms
104.25.27.247,IAD,北美洲,阿什本,495 ms
104.24.156.153,IAD,北美洲,阿什本,495 ms
104.20.157.94,IAD,北美洲,阿什本,496 ms
104.25.194.159,IAD,北美洲,阿什本,497 ms
104.20.238.54,IAD,北美洲,阿什本,497 ms
104.25.158.235,IAD,北美洲,阿什本,497 ms
104.27.98.98,IAD,北美洲,阿什本,497 ms
104.19.126.2,SJC,北美洲,圣何塞,497 ms
104.22.75.182,IAD,北美洲,阿什本,498 ms
104.20.237.50,IAD,北美洲,阿什本,499 ms
104.20.141.214,IAD,北美洲,阿什本,499 ms
104.20.248.60,IAD,北美洲,阿什本,499 ms
104.23.97.104,IAD,北美洲,阿什本,500 ms
104.23.105.42,IAD,北美洲,阿什本,500 ms
104.27.61.242,IAD,北美洲,阿什本,500 ms
104.27.89.18,IAD,北美洲,阿什本,500 ms
104.24.83.204,IAD,北美洲,阿什本,500 ms
172.67.67.91,IAD,北美洲,阿什本,501 ms
104.24.0.232,IAD,北美洲,阿什本,502 ms
104.24.21.123,IAD,北美洲,阿什本,503 ms
104.25.80.50,IAD,北美洲,阿什本,504 ms
104.20.45.245,IAD,北美洲,阿什本,505 ms
104.24.157.96,IAD,北美洲,阿什本,505 ms
104.25.120.204,IAD,北美洲,阿什本,505 ms
104.19.38.132,SJC,北美洲,圣何塞,505 ms
104.25.52.129,IAD,北美洲,阿什本,505 ms
104.20.78.190,IAD,北美洲,阿什本,506 ms
104.19.37.212,SJC,北美洲,圣何塞,506 ms
104.19.143.238,LAX,北美洲,洛杉矶,506 ms
104.24.162.20,IAD,北美洲,阿什本,506 ms
104.21.232.40,LAX,北美洲,洛杉矶,507 ms
104.24.246.184,IAD,北美洲,阿什本,507 ms
104.24.155.36,IAD,北美洲,阿什本,508 ms
104.24.218.229,IAD,北美洲,阿什本,508 ms
104.24.245.188,IAD,北美洲,阿什本,509 ms
104.24.63.37,IAD,北美洲,阿什本,509 ms
104.25.116.147,IAD,北美洲,阿什本,509 ms
104.25.114.174,IAD,北美洲,阿什本,509 ms
104.20.55.29,IAD,北美洲,阿什本,510 ms
104.27.74.205,IAD,北美洲,阿什本,510 ms
104.24.208.208,IAD,北美洲,阿什本,511 ms
104.19.139.184,LAX,北美洲,洛杉矶,511 ms
104.20.169.221,IAD,北美洲,阿什本,511 ms
104.24.35.123,IAD,北美洲,阿什本,511 ms
104.19.49.149,SJC,北美洲,圣何塞,512 ms
104.26.0.19,IAD,北美洲,阿什本,513 ms
104.24.8.223,IAD,北美洲,阿什本,513 ms
104.24.203.105,IAD,北美洲,阿什本,515 ms
104.24.214.162,IAD,北美洲,阿什本,516 ms
104.25.89.89,IAD,北美洲,阿什本,516 ms
104.24.241.29,IAD,北美洲,阿什本,516 ms
104.20.199.159,IAD,北美洲,阿什本,517 ms
172.67.82.222,IAD,北美洲,阿什本,517 ms
172.65.177.76,IAD,北美洲,阿什本,518 ms
104.24.94.221,IAD,北美洲,阿什本,519 ms
